,Id,NODE_TYPE,NODE_NAME,TURN_P,REMARK,USER_ID,WORKSTATE,DEPT_CODE,STNL_REG,TMPID,UPLOAD_ID,geometry,latitude,longitude
572,1020015600,101,반포로-장문고개서길진,0,,,5,11170,102,,,POINT (199251.1083000004 547713.9752999991),37.528920586596655,126.99152754339033
573,1020016400,101,반포로-장문고개서길진,0,,,5,11170,102,,,POINT (199279.5351 547736.8896999992),37.529127068358676,126.99184912260283
574,1020013800,101,차병원공업사_보광동길_,0,,,5,11170,102,,,POINT (200171.4698000001 547302.8389999997),37.52521652833957,127.00193979798554
575,1020013900,101,차병원공업사_두무개길_,0,,,5,11170,102,,,POINT (200218.4375 547309.4024),37.52527565480019,127.00247113460719
576,1020011700,108,강변북로-이촌동길램프(,0,,,5,11170,102,,,POINT (196816.6457000002 546936.5265999995),37.521910570505355,126.9639890424897
577,1020010700,108,강변북로-이촌동길램프(,0,,,5,11170,102,,,POINT (196910.7724000001 546865.8853999991),37.52127441126685,126.96505412563053
578,1020010900,108,강변북로-이촌동길램프(,0,,,5,11170,102,,,POINT (196920.8537999997 546872.3943000007),37.52133309031914,126.96516814088088
579,1020013000,101,용산대우드림월드3차_한,0,,,5,11170,102,,,POINT (196658.3844999997 547080.0025999993),37.52320273340125,126.96219809748978
580,1020035400,101,동자로터리_한강로_진출,0,,,5,11170,102,,,POINT (197592.9386 550410.8676999994),37.55321674452275,126.97275928982076
581,1020035600,101,동자로터리_후암동길_진,0,,,5,11170,102,,,POINT (197677.8404000001 550479.7945000008),37.553837991266306,126.97371990519555
582,1020024900,101,삼각지역_이태원로_진입,0,,,5,11170,102,,,POINT (197788.3545000004 548386.4002),37.534976796112524,126.97497690843323
583,1020025200,101,삼각지역_이태원로_진출,0,,,5,11170,102,,,POINT (197795.6369000003 548395.9377999995),37.535062747383705,126.97505927464094
584,1020026300,101,삼각지역_한강로_진출_2,0,,,5,11170,102,,,POINT (197715.6243000003 548556.3039999995),37.536507453086756,126.97415349311976
585,1020026100,101,삼각지역_한강로_진입_1,0,,,5,11170,102,,,POINT (197727.4987000003 548558.0357000008),37.53652308504031,126.97428784032687
586,1020034000,101,청파1로-한강로진입로,0,,,5,11170,102,,,POINT (197502.8984000003 549941.9080999997),37.54899118748443,126.97174190041237
587,1020008900,101,서빙고로-동작대로진출,0,,,5,11170,102,,,POINT (198729.1744999997 546716.7876999993),37.51993533155082,126.98562445990825
