Day,Week,StreetName,Code,Division,Start,End,In9,In10,In11,In18,In19,In20
20190618,화,영동대교,C-16,유입,영동대교남단,영동대교북단,2192,2916,2896,4130,4202,4172
20190619,수,영동대교,C-16,유입,영동대교남단,영동대교북단,2083,2692,2542,4188,3797,4244
20190620,목,영동대교,C-16,유입,영동대교남단,영동대교북단,2179,2807,2611,4157,4393,4097
20190621,금,영동대교,C-16,유입,영동대교남단,영동대교북단,2178,2769,2672,4082,4176,3490
20190622,토,영동대교,C-16,유입,영동대교남단,영동대교북단,1625,2486,2951,3640,3444,2730
20190623,일,영동대교,C-16,유입,영동대교남단,영동대교북단,1171,1633,2179,3387,2857,2542
20190624,월,영동대교,C-16,유입,영동대교남단,영동대교북단,2132,2815,2629,3833,3967,4174
20190625,화,영동대교,C-16,유입,영동대교남단,영동대교북단,2081,2930,2689,4164,4176,3998
20190626,수,영동대교,C-16,유입,영동대교남단,영동대교북단,2226,2860,2646,4210,3117,4374
20190627,목,영동대교,C-16,유입,영동대교남단,영동대교북단,2145,2809,2711,4257,4075,4026
20190628,금,영동대교,C-16,유입,영동대교남단,영동대교북단,2108,2785,2696,3867,3432,3751
20190629,토,영동대교,C-16,유입,영동대교남단,영동대교북단,1463,2198,2766,3692,3779,3190
20190630,일,영동대교,C-16,유입,영동대교남단,영동대교북단,1043,1490,1988,3296,3013,2419
20190601,토,영동대교,C-16,유출,영동대교북단,영동대교남단,3033,3904,4069,3560,3401,2434
20190602,일,영동대교,C-16,유출,영동대교북단,영동대교남단,1876,2769,3481,3356,2614,2304
20190603,월,영동대교,C-16,유출,영동대교북단,영동대교남단,4098,3918,3952,3472,3529,2672
20190604,화,영동대교,C-16,유출,영동대교북단,영동대교남단,3972,3849,3823,3521,3381,2847
20190605,수,영동대교,C-16,유출,영동대교북단,영동대교남단,4183,3902,3975,3535,3435,3211
20190606,목,영동대교,C-16,유출,영동대교북단,영동대교남단,2235,2722,3251,3138,2662,2318
20190607,금,영동대교,C-16,유출,영동대교북단,영동대교남단,3962,3748,3619,3283,3561,2756
20190608,토,영동대교,C-16,유출,영동대교북단,영동대교남단,2750,3813,4202,3183,3000,2552
20190609,일,영동대교,C-16,유출,영동대교북단,영동대교남단,1672,2955,3568,3075,2596,2201
20190610,월,영동대교,C-16,유출,영동대교북단,영동대교남단,3975,3744,3891,3226,3237,2744
20190611,화,영동대교,C-16,유출,영동대교북단,영동대교남단,3514,3908,3925,3420,3437,2873
20190612,수,영동대교,C-16,유출,영동대교북단,영동대교남단,4295,3582,3971,3495,3484,2861
20190613,목,영동대교,C-16,유출,영동대교북단,영동대교남단,4239,3939,3911,3606,3427,2987
20190614,금,영동대교,C-16,유출,영동대교북단,영동대교남단,4213,3883,3765,3413,3476,3076
20190615,토,영동대교,C-16,유출,영동대교북단,영동대교남단,2921,3908,4180,3400,3027,2594
20190616,일,영동대교,C-16,유출,영동대교북단,영동대교남단,1630,2690,3481,3340,2760,2401
20190617,월,영동대교,C-16,유출,영동대교북단,영동대교남단,4165,3921,3886,3782,3527,2808
20190618,화,영동대교,C-16,유출,영동대교북단,영동대교남단,3927,3916,3912,3417,3352,2785
20190619,수,영동대교,C-16,유출,영동대교북단,영동대교남단,4428,4096,3969,3407,3368,2770
20190620,목,영동대교,C-16,유출,영동대교북단,영동대교남단,4251,3924,4067,3513,3525,3289
20190621,금,영동대교,C-16,유출,영동대교북단,영동대교남단,4165,4027,4025,3504,3363,3215
20190622,토,영동대교,C-16,유출,영동대교북단,영동대교남단,2777,3763,4073,3396,3349,2532
20190623,일,영동대교,C-16,유출,영동대교북단,영동대교남단,1763,2661,3439,3025,2964,2270
20190624,월,영동대교,C-16,유출,영동대교북단,영동대교남단,4061,3994,3999,3398,3322,2587
20190625,화,영동대교,C-16,유출,영동대교북단,영동대교남단,4258,3935,4007,3448,3397,3053
20190626,수,영동대교,C-16,유출,영동대교북단,영동대교남단,4185,3972,3887,3388,3321,3083
20190627,목,영동대교,C-16,유출,영동대교북단,영동대교남단,4276,3885,3856,3457,3476,2954
20190628,금,영동대교,C-16,유출,영동대교북단,영동대교남단,4249,3936,3801,3390,3473,3219
20190629,토,영동대교,C-16,유출,영동대교북단,영동대교남단,2656,3509,4014,3287,2849,2360
20190630,일,영동대교,C-16,유출,영동대교북단,영동대교남단,1659,2609,3304,3234,2684,2410
20190601,토,청담대교,C-17,유입,청담대교남단,청담대교북단,2577,3435,3552,4044,4024,3288
20190602,일,청담대교,C-17,유입,청담대교남단,청담대교북단,1816,2264,3057,3486,3257,2951
20190603,월,청담대교,C-17,유입,청담대교남단,청담대교북단,3638,3330,3379,3964,3441,3575
20190604,화,청담대교,C-17,유입,청담대교남단,청담대교북단,3787,3362,3381,3978,3888,3472
20190605,수,청담대교,C-17,유입,청담대교남단,청담대교북단,3481,3269,3346,3898,3504,3273
20190606,목,청담대교,C-17,유입,청담대교남단,청담대교북단,2173,2720,3181,3245,3173,2764
20190607,금,청담대교,C-17,유입,청담대교남단,청담대교북단,3065,3029,3147,4038,4071,3479
20190608,토,청담대교,C-17,유입,청담대교남단,청담대교북단,2952,3593,3536,3892,3743,3274
20190609,일,청담대교,C-17,유입,청담대교남단,청담대교북단,1520,2197,2756,3355,3202,2971
20190610,월,청담대교,C-17,유입,청담대교남단,청담대교북단,3236,3052,3436,3790,3899,3460
20190611,화,청담대교,C-17,유입,청담대교남단,청담대교북단,3767,3375,3393,4062,3819,3548
20190612,수,청담대교,C-17,유입,청담대교남단,청담대교북단,3897,3445,3250,4128,3543,3458
20190613,목,청담대교,C-17,유입,청담대교남단,청담대교북단,3893,3285,3269,3913,3556,3496
20190614,금,청담대교,C-17,유입,청담대교남단,청담대교북단,3564,3293,3377,3917,3511,3493
20190615,토,청담대교,C-17,유입,청담대교남단,청담대교북단,2885,3474,3426,3208,3355,3395
20190616,일,청담대교,C-17,유입,청담대교남단,청담대교북단,1670,2148,2642,3677,3252,3111
20190617,월,청담대교,C-17,유입,청담대교남단,청담대교북단,3811,3200,2456,4077,4261,3603
20190618,화,청담대교,C-17,유입,청담대교남단,청담대교북단,3187,2406,3578,3908,3621,3453
20190619,수,청담대교,C-17,유입,청담대교남단,청담대교북단,3103,3161,3043,3677,3505,3552
20190620,목,청담대교,C-17,유입,청담대교남단,청담대교북단,3492,3229,3055,3812,3616,3613
20190621,금,청담대교,C-17,유입,청담대교남단,청담대교북단,3471,3016,3138,3802,3390,3284
20190622,토,청담대교,C-17,유입,청담대교남단,청담대교북단,2896,3437,3495,3748,3499,3482
20190623,일,청담대교,C-17,유입,청담대교남단,청담대교북단,1878,2389,3010,3404,3341,3018
20190624,월,청담대교,C-17,유입,청담대교남단,청담대교북단,3925,3172,3310,4009,3844,3614
20190625,화,청담대교,C-17,유입,청담대교남단,청담대교북단,3785,3352,3289,3947,3767,3667
20190626,수,청담대교,C-17,유입,청담대교남단,청담대교북단,3494,3084,3399,3760,3294,3788
20190627,목,청담대교,C-17,유입,청담대교남단,청담대교북단,3528,3209,3247,3840,3497,3593
20190628,금,청담대교,C-17,유입,청담대교남단,청담대교북단,3365,3197,3304,3822,3317,3300
20190629,토,청담대교,C-17,유입,청담대교남단,청담대교북단,2117,3090,3321,3774,3706,3083
20190630,일,청담대교,C-17,유입,청담대교남단,청담대교북단,1312,2165,2909,3444,3241,3167
20190601,토,청담대교,C-17,유출,청담대교북단,청담대교남단,2766,3262,3628,3556,3218,2584
20190602,일,청담대교,C-17,유출,청담대교북단,청담대교남단,1714,2163,2920,3302,2853,2986
20190603,월,청담대교,C-17,유출,청담대교북단,청담대교남단,3651,3712,3650,3877,3419,3064
20190604,화,청담대교,C-17,유출,청담대교북단,청담대교남단,3708,3563,3392,3771,3759,2986
20190605,수,청담대교,C-17,유출,청담대교북단,청담대교남단,3785,3698,3587,3443,3516,3373
20190606,목,청담대교,C-17,유출,청담대교북단,청담대교남단,2629,2934,3323,2954,2811,2440
20190607,금,청담대교,C-17,유출,청담대교북단,청담대교남단,3326,3081,3231,3702,3650,3158
20190608,토,청담대교,C-17,유출,청담대교북단,청담대교남단,2970,3273,3587,3361,3020,2767
20190609,일,청담대교,C-17,유출,청담대교북단,청담대교남단,1378,2005,2776,3189,2734,2921
20190610,월,청담대교,C-17,유출,청담대교북단,청담대교남단,3408,3514,3462,3789,3413,3268
20190611,화,청담대교,C-17,유출,청담대교북단,청담대교남단,3663,3691,3567,3699,3242,2887
20190612,수,청담대교,C-17,유출,청담대교북단,청담대교남단,3608,3641,3688,3762,3594,2834
20190613,목,청담대교,C-17,유출,청담대교북단,청담대교남단,3554,3631,3231,3733,3653,2973
20190614,금,청담대교,C-17,유출,청담대교북단,청담대교남단,3716,3698,3600,3617,3614,3055
20190615,토,청담대교,C-17,유출,청담대교북단,청담대교남단,2897,3273,3603,3551,2986,2712
20190616,일,청담대교,C-17,유출,청담대교북단,청담대교남단,1609,2139,2614,3406,2934,2858
20190617,월,청담대교,C-17,유출,청담대교북단,청담대교남단,3601,3651,3563,3609,3747,2937
20190618,화,청담대교,C-17,유출,청담대교북단,청담대교남단,3396,3661,3599,3521,3232,2889
20190619,수,청담대교,C-17,유출,청담대교북단,청담대교남단,3683,3597,3591,3549,3387,3054
20190620,목,청담대교,C-17,유출,청담대교북단,청담대교남단,3760,3586,3563,3660,3519,3124
20190621,금,청담대교,C-17,유출,청담대교북단,청담대교남단,3788,3725,3539,3547,3469,3043
20190622,토,청담대교,C-17,유출,청담대교북단,청담대교남단,3212,3443,3562,3462,3018,2790
20190623,일,청담대교,C-17,유출,청담대교북단,청담대교남단,1767,2129,2831,3188,2954,2897
20190624,월,청담대교,C-17,유출,청담대교북단,청담대교남단,3605,3647,3581,3742,3674,3017
20190625,화,청담대교,C-17,유출,청담대교북단,청담대교남단,3762,3626,3695,3437,3573,2965
20190626,수,청담대교,C-17,유출,청담대교북단,청담대교남단,3805,3649,3545,3267,2321,3276
20190627,목,청담대교,C-17,유출,청담대교북단,청담대교남단,3730,3665,3502,3593,3101,2866
20190628,금,청담대교,C-17,유출,청담대교북단,청담대교남단,3815,3537,3497,3507,3406,3200
20190629,토,청담대교,C-17,유출,청담대교북단,청담대교남단,2375,2963,3386,3267,2802,2500
20190630,일,청담대교,C-17,유출,청담대교북단,청담대교남단,1434,2055,2840,3161,3020,2889
20190601,토,잠실대교,C-18,유입,잠실대교남단,잠실대교북단,1454,1999,2185,2667,2502,2271
20190602,일,잠실대교,C-18,유입,잠실대교남단,잠실대교북단,935,1200,1570,2242,2139,2041
20190603,월,잠실대교,C-18,유입,잠실대교남단,잠실대교북단,2343,2443,2064,2696,2693,2412
20190604,화,잠실대교,C-18,유입,잠실대교남단,잠실대교북단,2347,2441,2033,2664,2858,2462
20190605,수,잠실대교,C-18,유입,잠실대교남단,잠실대교북단,2326,2408,2182,2793,2914,2530
20190606,목,잠실대교,C-18,유입,잠실대교남단,잠실대교북단,1265,1510,1757,2165,2189,2142
20190607,금,잠실대교,C-18,유입,잠실대교남단,잠실대교북단,1968,2299,2121,2754,2843,2662
20190608,토,잠실대교,C-18,유입,잠실대교남단,잠실대교북단,1488,1985,2154,2893,2415,2276
20190609,일,잠실대교,C-18,유입,잠실대교남단,잠실대교북단,874,1132,1425,2191,2098,1993
20190610,월,잠실대교,C-18,유입,잠실대교남단,잠실대교북단,2357,2544,2138,2496,2815,2283
20190611,화,잠실대교,C-18,유입,잠실대교남단,잠실대교북단,2309,2471,2120,2570,2855,2439
20190612,수,잠실대교,C-18,유입,잠실대교남단,잠실대교북단,2314,2508,2047,2718,2779,2498
20190613,목,잠실대교,C-18,유입,잠실대교남단,잠실대교북단,2428,2507,2091,2738,2781,2435
20190614,금,잠실대교,C-18,유입,잠실대교남단,잠실대교북단,2281,2401,2165,2660,2806,2447
20190615,토,잠실대교,C-18,유입,잠실대교남단,잠실대교북단,1523,2037,2102,2870,2488,2200
20190616,일,잠실대교,C-18,유입,잠실대교남단,잠실대교북단,922,1147,1425,2306,2008,1965
20190617,월,잠실대교,C-18,유입,잠실대교남단,잠실대교북단,2533,2420,2191,2638,2788,2425
20190618,화,잠실대교,C-18,유입,잠실대교남단,잠실대교북단,2363,2517,2117,2494,2641,2481
20190619,수,잠실대교,C-18,유입,잠실대교남단,잠실대교북단,2217,2420,2090,2700,2628,2406
20190620,목,잠실대교,C-18,유입,잠실대교남단,잠실대교북단,2228,2400,2047,2593,2694,2236
20190621,금,잠실대교,C-18,유입,잠실대교남단,잠실대교북단,2176,2391,2125,2537,2757,2653
20190622,토,잠실대교,C-18,유입,잠실대교남단,잠실대교북단,1481,2046,2061,2510,2535,2370
20190623,일,잠실대교,C-18,유입,잠실대교남단,잠실대교북단,944,1295,1498,2275,2093,2002
20190624,월,잠실대교,C-18,유입,잠실대교남단,잠실대교북단,2593,2441,2099,2671,2837,2563
20190625,화,잠실대교,C-18,유입,잠실대교남단,잠실대교북단,2327,2424,2034,2683,2780,2487
20190626,수,잠실대교,C-18,유입,잠실대교남단,잠실대교북단,2219,2324,2082,2572,2851,2569
20190627,목,잠실대교,C-18,유입,잠실대교남단,잠실대교북단,2273,2370,1991,2546,2637,2344
20190628,금,잠실대교,C-18,유입,잠실대교남단,잠실대교북단,2247,2233,2084,2731,2658,2705
20190629,토,잠실대교,C-18,유입,잠실대교남단,잠실대교북단,1269,1833,2166,2603,2613,2145
20190630,일,잠실대교,C-18,유입,잠실대교남단,잠실대교북단,791,1163,1483,2302,2212,1975
20190601,토,잠실대교,C-18,유출,잠실대교북단,잠실대교남단,1961,2541,3131,2797,2816,2083
20190602,일,잠실대교,C-18,유출,잠실대교북단,잠실대교남단,1332,1623,2137,2651,2238,2052
20190603,월,잠실대교,C-18,유출,잠실대교북단,잠실대교남단,3871,3536,3242,3109,3033,2440
20190604,화,잠실대교,C-18,유출,잠실대교북단,잠실대교남단,3724,3591,3380,3227,3326,2775
20190605,수,잠실대교,C-18,유출,잠실대교북단,잠실대교남단,3621,3713,3437,3443,3266,3056
20190606,목,잠실대교,C-18,유출,잠실대교북단,잠실대교남단,1621,1917,2452,2504,2327,2293
20190607,금,잠실대교,C-18,유출,잠실대교북단,잠실대교남단,2970,3199,3243,2954,3101,2518
20190608,토,잠실대교,C-18,유출,잠실대교북단,잠실대교남단,1920,2480,2913,2817,2634,1978
20190609,일,잠실대교,C-18,유출,잠실대교북단,잠실대교남단,1120,1606,2174,2506,2180,1932
20190610,월,잠실대교,C-18,유출,잠실대교북단,잠실대교남단,3269,3389,3264,3160,2907,2412
20190611,화,잠실대교,C-18,유출,잠실대교북단,잠실대교남단,3614,3652,3351,3224,3227,2532
20190612,수,잠실대교,C-18,유출,잠실대교북단,잠실대교남단,3612,3777,3455,3169,3101,2597
20190613,목,잠실대교,C-18,유출,잠실대교북단,잠실대교남단,3622,3771,3438,3382,3268,2582
20190614,금,잠실대교,C-18,유출,잠실대교북단,잠실대교남단,3538,3575,3492,3395,3233,2794
20190615,토,잠실대교,C-18,유출,잠실대교북단,잠실대교남단,1979,2634,3212,2958,2715,2210
20190616,일,잠실대교,C-18,유출,잠실대교북단,잠실대교남단,1222,1748,2295,2702,2393,2046
20190617,월,잠실대교,C-18,유출,잠실대교북단,잠실대교남단,3732,3575,3270,3242,3290,2544
20190618,화,잠실대교,C-18,유출,잠실대교북단,잠실대교남단,3521,3682,3476,3286,3124,2692
20190619,수,잠실대교,C-18,유출,잠실대교북단,잠실대교남단,3516,3742,3514,3222,3891,3145
20190620,목,잠실대교,C-18,유출,잠실대교북단,잠실대교남단,3574,3719,3422,3422,3262,2746
20190621,금,잠실대교,C-18,유출,잠실대교북단,잠실대교남단,3625,3757,3522,3859,3200,2986
20190622,토,잠실대교,C-18,유출,잠실대교북단,잠실대교남단,2065,2647,3160,2899,2984,2116
20190623,일,잠실대교,C-18,유출,잠실대교북단,잠실대교남단,1384,1678,2305,2723,2674,2146
20190624,월,잠실대교,C-18,유출,잠실대교북단,잠실대교남단,3674,4318,3651,3082,3244,2631
20190625,화,잠실대교,C-18,유출,잠실대교북단,잠실대교남단,3718,3690,3512,3385,3359,2604
20190626,수,잠실대교,C-18,유출,잠실대교북단,잠실대교남단,3636,3716,3417,3201,3305,2581
20190627,목,잠실대교,C-18,유출,잠실대교북단,잠실대교남단,3593,3698,3519,3362,3231,2384
20190628,금,잠실대교,C-18,유출,잠실대교북단,잠실대교남단,3594,3713,3499,3294,3071,3049
20190629,토,잠실대교,C-18,유출,잠실대교북단,잠실대교남단,1824,2348,3057,2870,2405,2001
20190630,일,잠실대교,C-18,유출,잠실대교북단,잠실대교남단,1188,1585,2279,2646,2485,1999
20190601,토,올림픽대교,C-19,유입,올림픽대교남단,올림픽대교북단,1073,1577,1823,2854,2591,1678
20190602,일,올림픽대교,C-19,유입,올림픽대교남단,올림픽대교북단,566,904,1311,1844,1638,1533
20190603,월,올림픽대교,C-19,유입,올림픽대교남단,올림픽대교북단,2052,2197,2132,2536,2552,2075
20190604,화,올림픽대교,C-19,유입,올림픽대교남단,올림픽대교북단,2118,2302,2107,2857,3048,2109
20190605,수,올림픽대교,C-19,유입,올림픽대교남단,올림픽대교북단,2151,2337,2292,3121,3128,2434
20190606,목,올림픽대교,C-19,유입,올림픽대교남단,올림픽대교북단,881,1177,1321,2104,1837,1456
20190607,금,올림픽대교,C-19,유입,올림픽대교남단,올림픽대교북단,1656,2009,2039,2525,2531,2031
20190608,토,올림픽대교,C-19,유입,올림픽대교남단,올림픽대교북단,1072,1354,1737,2636,2653,1857
20190609,일,올림픽대교,C-19,유입,올림픽대교남단,올림픽대교북단,584,818,1152,1738,1642,1490
20190610,월,올림픽대교,C-19,유입,올림픽대교남단,올림픽대교북단,2072,2163,1945,2371,2502,1984
20190611,화,올림픽대교,C-19,유입,올림픽대교남단,올림픽대교북단,2171,2340,2156,2782,2946,2172
20190612,수,올림픽대교,C-19,유입,올림픽대교남단,올림픽대교북단,2109,2339,2148,3058,2907,2187
20190613,목,올림픽대교,C-19,유입,올림픽대교남단,올림픽대교북단,2400,2258,2234,3081,3013,2314
20190614,금,올림픽대교,C-19,유입,올림픽대교남단,올림픽대교북단,2189,2327,2324,2947,3066,2189
20190615,토,올림픽대교,C-19,유입,올림픽대교남단,올림픽대교북단,1051,1485,1937,2539,2358,2014
20190616,일,올림픽대교,C-19,유입,올림픽대교남단,올림픽대교북단,574,810,1089,2040,1801,1481
20190617,월,올림픽대교,C-19,유입,올림픽대교남단,올림픽대교북단,2346,2172,2103,2669,2838,2125
20190618,화,올림픽대교,C-19,유입,올림픽대교남단,올림픽대교북단,2081,2322,1982,2832,2726,2205
20190619,수,올림픽대교,C-19,유입,올림픽대교남단,올림픽대교북단,2128,2177,2184,2823,2751,2056
20190620,목,올림픽대교,C-19,유입,올림픽대교남단,올림픽대교북단,2154,2341,2202,2910,3133,2277
20190621,금,올림픽대교,C-19,유입,올림픽대교남단,올림픽대교북단,2060,2336,2354,2800,2848,2329
20190622,토,올림픽대교,C-19,유입,올림픽대교남단,올림픽대교북단,1124,1585,1781,2837,2683,2137
20190623,일,올림픽대교,C-19,유입,올림픽대교남단,올림픽대교북단,639,900,1214,2036,1842,1604
20190624,월,올림픽대교,C-19,유입,올림픽대교남단,올림픽대교북단,2593,2227,1934,2767,2928,2166
20190625,화,올림픽대교,C-19,유입,올림픽대교남단,올림픽대교북단,2191,2254,2105,2876,2825,2349
20190626,수,올림픽대교,C-19,유입,올림픽대교남단,올림픽대교북단,2293,2255,2196,2801,3141,2345
20190627,목,올림픽대교,C-19,유입,올림픽대교남단,올림픽대교북단,2216,2203,2154,2760,2689,2088
20190628,금,올림픽대교,C-19,유입,올림픽대교남단,올림픽대교북단,2217,2377,2404,2849,3017,2452
20190629,토,올림픽대교,C-19,유입,올림픽대교남단,올림픽대교북단,1007,1445,1744,2513,2498,1817
20190630,일,올림픽대교,C-19,유입,올림픽대교남단,올림픽대교북단,576,877,1227,1993,1808,1590
20190601,토,올림픽대교,C-19,유출,올림픽대교북단,올림픽대교남단,1158,1659,2046,1920,1830,1148
20190602,일,올림픽대교,C-19,유출,올림픽대교북단,올림픽대교남단,626,916,1363,1624,1202,1070
20190603,월,올림픽대교,C-19,유출,올림픽대교북단,올림픽대교남단,2817,2832,2183,1589,2050,1552
20190604,화,올림픽대교,C-19,유출,올림픽대교북단,올림픽대교남단,2586,2813,2319,1773,1992,1654
20190605,수,올림픽대교,C-19,유출,올림픽대교북단,올림픽대교남단,2504,2781,2249,1908,1874,2078
20190606,목,올림픽대교,C-19,유출,올림픽대교북단,올림픽대교남단,1108,1184,1644,1585,1415,1140
20190607,금,올림픽대교,C-19,유출,올림픽대교북단,올림픽대교남단,2096,2173,1907,1904,2023,1734
20190608,토,올림픽대교,C-19,유출,올림픽대교북단,올림픽대교남단,1170,1654,2052,1832,1663,1113
20190609,일,올림픽대교,C-19,유출,올림픽대교북단,올림픽대교남단,576,840,1323,1657,1194,1073
20190610,월,올림픽대교,C-19,유출,올림픽대교북단,올림픽대교남단,2632,2633,2356,1729,1961,1654
20190611,화,올림픽대교,C-19,유출,올림픽대교북단,올림픽대교남단,2658,2794,2345,1803,2160,1715
20190612,수,올림픽대교,C-19,유출,올림픽대교북단,올림픽대교남단,2503,2726,2361,1734,2066,1728
20190613,목,올림픽대교,C-19,유출,올림픽대교북단,올림픽대교남단,2491,2816,2241,1664,2075,1768
20190614,금,올림픽대교,C-19,유출,올림픽대교북단,올림픽대교남단,2433,2772,2359,1989,2123,2084
20190615,토,올림픽대교,C-19,유출,올림픽대교북단,올림픽대교남단,1154,1674,2070,2190,1568,1413
20190616,일,올림픽대교,C-19,유출,올림픽대교북단,올림픽대교남단,565,905,1275,1692,1278,1090
20190617,월,올림픽대교,C-19,유출,올림픽대교북단,올림픽대교남단,2662,2686,2217,1738,1945,1652
20190618,화,올림픽대교,C-19,유출,올림픽대교북단,올림픽대교남단,2447,2723,2325,1770,1949,1677
20190619,수,올림픽대교,C-19,유출,올림픽대교북단,올림픽대교남단,2557,2633,2288,1863,2032,1652
20190620,목,올림픽대교,C-19,유출,올림픽대교북단,올림픽대교남단,2578,2683,2410,1754,2143,1821
20190621,금,올림픽대교,C-19,유출,올림픽대교북단,올림픽대교남단,2542,2678,2270,2062,2055,2042
20190622,토,올림픽대교,C-19,유출,올림픽대교북단,올림픽대교남단,1235,1628,2152,2465,1595,1298
20190623,일,올림픽대교,C-19,유출,올림픽대교북단,올림픽대교남단,626,998,1521,1840,1439,1144
20190624,월,올림픽대교,C-19,유출,올림픽대교북단,올림픽대교남단,2649,2767,2283,1754,1838,1665
20190625,화,올림픽대교,C-19,유출,올림픽대교북단,올림픽대교남단,2654,2680,2329,1795,2175,1658
20190626,수,올림픽대교,C-19,유출,올림픽대교북단,올림픽대교남단,2531,2672,2218,1817,1866,1815
20190627,목,올림픽대교,C-19,유출,올림픽대교북단,올림픽대교남단,2532,2743,2264,1865,2090,1831
20190628,금,올림픽대교,C-19,유출,올림픽대교북단,올림픽대교남단,2483,2642,2267,2107,2020,2028
20190629,토,올림픽대교,C-19,유출,올림픽대교북단,올림픽대교남단,1133,1480,1821,2285,1743,1193
20190630,일,올림픽대교,C-19,유출,올림픽대교북단,올림픽대교남단,571,877,1378,1677,1317,1127
20190601,토,천호대교,C-20,유입,천호대교남단,천호대교북단,1290,1693,1970,2064,1913,1719
20190602,일,천호대교,C-20,유입,천호대교남단,천호대교북단,842,1029,1441,1781,1739,1690
20190603,월,천호대교,C-20,유입,천호대교남단,천호대교북단,2275,2046,2066,2092,2109,1804
20190604,화,천호대교,C-20,유입,천호대교남단,천호대교북단,2104,2089,2145,2157,2201,1877
20190605,수,천호대교,C-20,유입,천호대교남단,천호대교북단,2112,2045,2153,1981,2350,2090
20190606,목,천호대교,C-20,유입,천호대교남단,천호대교북단,1157,1300,1512,1845,1863,1640
20190607,금,천호대교,C-20,유입,천호대교남단,천호대교북단,1808,1910,1881,2067,2068,1907
20190608,토,천호대교,C-20,유입,천호대교남단,천호대교북단,1264,1520,1842,2029,1701,1722
20190609,일,천호대교,C-20,유입,천호대교남단,천호대교북단,777,1021,1317,1836,1839,1713
20190610,월,천호대교,C-20,유입,천호대교남단,천호대교북단,2161,1981,2119,2011,2159,1772
20190611,화,천호대교,C-20,유입,천호대교남단,천호대교북단,2142,1998,2087,2141,2216,1794
20190612,수,천호대교,C-20,유입,천호대교남단,천호대교북단,2068,2051,1999,2021,2228,1813
20190613,목,천호대교,C-20,유입,천호대교남단,천호대교북단,2149,2090,2158,2178,2290,1791
20190614,금,천호대교,C-20,유입,천호대교남단,천호대교북단,2067,2080,2032,2236,2333,2082
20190615,토,천호대교,C-20,유입,천호대교남단,천호대교북단,1307,1629,1936,2116,1956,1713
20190616,일,천호대교,C-20,유입,천호대교남단,천호대교북단,824,1038,1303,1903,1769,1746
20190617,월,천호대교,C-20,유입,천호대교남단,천호대교북단,2273,2064,2109,2107,2194,1837
20190618,화,천호대교,C-20,유입,천호대교남단,천호대교북단,,,,2115,2193,1929
20190619,수,천호대교,C-20,유입,천호대교남단,천호대교북단,2063,2052,2181,2174,2191,1924
20190620,목,천호대교,C-20,유입,천호대교남단,천호대교북단,2095,2041,2111,2142,2154,1846
20190621,금,천호대교,C-20,유입,천호대교남단,천호대교북단,2045,2117,2048,2232,2335,2121
20190622,토,천호대교,C-20,유입,천호대교남단,천호대교북단,1280,1602,1908,2282,1940,1925
20190623,일,천호대교,C-20,유입,천호대교남단,천호대교북단,806,1159,1480,1850,1824,1734
20190624,월,천호대교,C-20,유입,천호대교남단,천호대교북단,2282,2046,2073,2106,2119,1755
20190625,화,천호대교,C-20,유입,천호대교남단,천호대교북단,2144,1987,2040,2102,2198,1885
20190626,수,천호대교,C-20,유입,천호대교남단,천호대교북단,2072,2091,2070,2146,2392,1865
20190627,목,천호대교,C-20,유입,천호대교남단,천호대교북단,2035,2155,2105,2077,2226,1830
20190628,금,천호대교,C-20,유입,천호대교남단,천호대교북단,2000,2129,2066,2331,2488,2083
20190629,토,천호대교,C-20,유입,천호대교남단,천호대교북단,1153,1508,1823,2204,1970,1885
20190630,일,천호대교,C-20,유입,천호대교남단,천호대교북단,811,1071,1337,1970,1891,1657
20190601,토,천호대교,C-20,유출,천호대교북단,천호대교남단,1851,2303,2536,2595,2436,2022
20190602,일,천호대교,C-20,유출,천호대교북단,천호대교남단,1157,1436,1782,2259,1963,1809
20190603,월,천호대교,C-20,유출,천호대교북단,천호대교남단,2851,3015,2667,2653,2628,2401
20190604,화,천호대교,C-20,유출,천호대교북단,천호대교남단,2691,3092,2773,2590,2478,2425
20190605,수,천호대교,C-20,유출,천호대교북단,천호대교남단,2631,2919,2750,2797,2612,2636
20190606,목,천호대교,C-20,유출,천호대교북단,천호대교남단,1923,2009,2460,2252,1936,1675
20190607,금,천호대교,C-20,유출,천호대교북단,천호대교남단,2235,2548,2465,2595,2705,2568
20190608,토,천호대교,C-20,유출,천호대교북단,천호대교남단,1893,2227,2598,2734,2292,1819
20190609,일,천호대교,C-20,유출,천호대교북단,천호대교남단,1164,1328,1766,2241,1916,1716
20190610,월,천호대교,C-20,유출,천호대교북단,천호대교남단,2651,2773,2791,2546,2617,2394
20190611,화,천호대교,C-20,유출,천호대교북단,천호대교남단,2630,3135,2956,2692,2574,2396
20190612,수,천호대교,C-20,유출,천호대교북단,천호대교남단,2567,3093,2775,2536,2478,2481
20190613,목,천호대교,C-20,유출,천호대교북단,천호대교남단,2701,3076,2817,2679,2622,2540
20190614,금,천호대교,C-20,유출,천호대교북단,천호대교남단,2535,3032,2730,2833,2664,2698
20190615,토,천호대교,C-20,유출,천호대교북단,천호대교남단,1957,2255,2763,2539,2370,2115
20190616,일,천호대교,C-20,유출,천호대교북단,천호대교남단,1099,1382,1879,2303,2015,1771
