"StationID","NumOfBus","NumOfPeo","X","Y"
108900071,2,460,127.0350081615,37.632733949
108900072,1,12353,127.0246944668,37.6368175591
108900073,1,1758,127.0335980489,37.6187468406
108900074,1,3386,127.0371511878,37.6154856509
108900075,1,380,127.0175430845,37.6251390054
108900076,2,1315,127.0363141169,37.6318694163
108900077,1,2373,127.0340490925,37.616667909
108900078,1,811,127.0372251142,37.6160812447
108900079,1,4696,127.0180743779,37.6249713237
108900080,1,4836,127.0228282833,37.6368449673
108900081,1,1601,127.0193274421,37.6339936682
108900082,1,841,127.0380476824,37.6164279001
108900083,1,1326,127.0223785089,37.6408251303
108900084,2,0,127.0223778071,37.6347076873
108900085,2,9163,127.0309148923,37.6144178613
108900086,1,2086,127.0380371932,37.6158503081
108900087,1,1407,127.021175147,37.6249933351
108900088,2,2838,127.0396060775,37.6286650081
108900089,1,713,127.0220299226,37.6422570137
108900090,1,1505,127.0380243258,37.6150510498
108900091,1,1120,127.0237538501,37.6256497341
108900092,2,1841,127.0409777233,37.6279896285
108900093,1,863,127.0199332209,37.6409823569
108900094,2,1195,127.0279469112,37.6350975692
108900095,1,1833,127.0378208986,37.6137400363
108900096,1,2106,127.0253321368,37.6260467836
108900097,2,1245,127.0423068222,37.6282486714
108900098,1,18257,127.02578554,37.6267252012
108900099,2,1778,127.0442392677,37.6276136002
108900100,2,210,127.0344291798,37.6130688648
108900101,1,3358,127.016816616,37.6339778333
108900102,2,2916,127.0236086128,37.6356860225
108900103,1,1800,127.0339618435,37.616612968
108900104,3,0,127.0331189134,37.6111832678
108900105,1,10523,127.0253864806,37.625939543
108900106,2,1834,127.044224785,37.6261160053
108900108,1,2405,127.0115682035,37.6402544989
108900109,1,4906,127.0334938295,37.6187450681
108900110,1,2503,127.0466039503,37.6261592427
108900111,2,2009,127.0447499944,37.6253372712
108900112,1,0,127.0107628709,37.642530706
108900113,1,720,127.019526826,37.6338728904
108900114,1,1185,127.0331749954,37.6201373335
108900115,1,1445,127.0211399902,37.6248635854
108900116,1,446,127.0107834163,37.6435561341
108900117,1,1818,127.0329273916,37.62124033
108900118,1,4820,127.0126565535,37.6367446746
108900119,1,2325,127.0326717873,37.6221991545
108900120,1,3080,127.0342948887,37.6166308934
108900121,1,2071,127.0180165771,37.6248776198
108900122,1,1486,127.0323753581,37.623077793
108900123,1,1817,127.0174161828,37.6250705419
108900124,3,1505,127.023286184,37.6445347047
108900125,1,3824,127.0110169731,37.6366961807
108900126,1,1204,127.0168518466,37.6294309656
108900127,1,1660,127.0321875376,37.6236275055
108900128,1,1293,127.01654052,37.625406772
108900129,3,2290,127.0246386377,37.6461780008
108900130,1,3443,127.0098045717,37.6366827714
108900131,1,3130,127.0152620644,37.6283525856
108900132,2,1800,127.0321493948,37.6244988638
108900133,1,1997,127.0374657868,37.6238998772
108900134,1,4832,127.0345282908,37.6265355415
108900135,1,1627,127.015405311,37.6252573458
108900136,1,194,127.0079055539,37.6369676558
108900137,1,1382,127.0134900802,37.6281347394
108900138,1,6001,127.0323276996,37.6255143363
108900139,1,0,127.0368209489,37.6257427961
108900140,1,4192,127.0356513173,37.6271497463
108900141,1,2883,127.0138350809,37.6251665309
108900142,1,561,127.0045157924,37.6441927035
108900143,1,497,127.0077503725,37.6374641621
108900144,1,758,127.0122018705,37.6278825764
108900145,1,2061,127.0321221868,37.6270885851
108900146,1,631,127.0074920993,37.6381868463
108900147,1,1805,127.011473359,37.6277213555
108900148,1,599,127.0378426735,37.627648264
108900149,4,0,127.0311467828,37.6163605397
108900150,2,576,127.0133146729,37.6610007734
108900151,1,416,127.0020125009,37.6420400906
108900152,1,1224,127.0099596933,37.6273628619
108900153,1,384,127.0303510091,37.6289011321
108900154,2,21219,127.0395643313,37.6289921152
108900155,1,0,127.0111436082,37.6197098512
108900156,1,1047,127.0129139934,37.6249774078
108900157,1,1955,127.0137637329,37.625303504
108900158,1,2148,127.0127201301,37.6241772665
108900159,1,1210,127.012515263,37.6252901267
108900160,1,1098,127.0123815069,37.6248522142
108900161,1,2626,127.0125898279,37.6240619418
108900162,1,1140,127.0310972055,37.6278746042
108900163,1,1821,127.0232915478,37.6254173467
108900164,2,292,127.0333691747,37.6161085295
108900165,2,0,127.0340973852,37.6132744086
108900167,4,0,127.0307733556,37.6145548633
108900168,4,2145,127.0304396784,37.612961831
108900169,2,279,127.0336239934,37.6159868107
108900171,4,12953,127.0302272316,37.6142098888
108900172,1,1228,127.0188481065,37.6247891837
108900173,1,2258,127.0188730581,37.624899112
108900174,1,7692,127.032482888,37.6254665363
108900176,1,2600,127.0343378444,37.6164353454
108900177,3,24355,127.0249677991,37.6375906296
108900178,2,19799,127.0253881411,37.6374815091
108900179,3,0,127.0248526543,37.6354830236
108900180,2,866,127.0340110218,37.6350464176
108900182,2,0,127.0287230772,37.6351505467
108900183,2,1105,127.0338943188,37.6350509566
108900184,3,366,127.0385973548,37.630107976
108900185,2,838,127.0373743139,37.6312689643
108900186,2,798,127.0385078133,37.6300386219
108900187,1,0,127.0376907504,37.6274338548
108900188,1,0,127.03695745,37.6268555914
108900189,2,1175,127.0370685406,37.631544792
108900190,2,1548,127.0393340964,37.6285317388
108900191,1,0,127.0390641001,37.6321884222
108900192,2,677,127.0336730577,37.6343535824
108900193,1,0,127.0375262611,37.6225040791
108900194,1,0,127.0378186146,37.6226490603
108900195,1,1420,127.0459678973,37.6235355369
108900196,1,1831,127.0377522537,37.6235952196
108900198,1,0,127.038113391,37.6275373436
108900199,2,1223,127.0410988513,37.627812073
108900200,2,3220,127.0453239476,37.6208929068
108900201,2,3385,127.0396898577,37.6285541467
108900203,1,3164,127.0175250022,37.6301526349
108900204,1,2545,127.0179523198,37.6309112824
108900205,1,1729,127.0186380913,37.6321483624
108900206,1,2858,127.0139839635,37.6337304054
108900207,1,2750,127.0149765253,37.6338294026
108900208,1,1587,127.0183911221,37.6322619376
108900209,1,3456,127.0175703804,37.6304022281
108900210,1,1314,127.0218894421,37.6423669718
108900211,3,853,127.023056642,37.6424802856
108900212,3,2423,127.0259840261,37.6403810594
108900215,3,1257,127.0245795335,37.6456427714
108900216,2,3349,127.0122904688,37.6634309704
108900217,1,529,127.003531011,37.6435025092
108900218,1,493,127.0070203007,37.6456973855
108900219,1,0,127.0079065319,37.6461956269
108900220,1,0,127.0104381934,37.6464107883
108900221,1,696,127.008996788,37.6469479509
108900222,1,0,127.0106441991,37.6447122333
108900223,1,0,127.0077898187,37.6462839406
108900224,1,713,127.0068197297,37.6457956151
108900225,1,934,127.0034868249,37.6436773202
108900226,1,0,127.0130823366,37.6352812712
108900227,2,1210,127.0210316462,37.6343763367
108900230,1,2640,127.0169911571,37.6342084853
108900231,1,0,127.0154796422,37.6340564104
108900232,1,1049,127.0132670716,37.63553896
108900233,1,2807,127.0142820851,37.6403416065
108900234,1,2357,127.016284405,37.6406305942
108900235,1,2893,127.0162289098,37.6407630608
108900236,1,1399,127.014098535,37.6404389454
108900237,1,0,127.0109467023,37.6442850934
108900240,1,996,127.0210554967,37.6144948223
108900241,1,499,127.0217994295,37.6174096971
108900245,2,3864,127.029758625,37.6150849616
108900249,1,0,127.0184027943,37.6198639289
108900250,1,1659,127.0154198988,37.6190948303
108900257,1,0,127.0152530558,37.6175332723
108900258,1,890,127.0320253405,37.6231743045
108900259,1,492,127.0309176532,37.623820677
108900260,1,449,127.0301941441,37.6248255726
108900261,1,1232,127.0296336871,37.6256574148
108900262,1,1710,127.0274879166,37.634811133
108900263,1,1164,127.026553857,37.6336246217
108900264,1,3738,127.0240584476,37.6321924359
108900265,1,8595,127.0258843935,37.6275568794
108900266,1,12508,127.0269693692,37.6264897538
108900267,1,1539,127.0284627093,37.626857045
108900268,1,205,127.0293295134,37.6271352675
108900269,1,1007,127.029785532,37.6257429795
108900270,1,1011,127.0304263922,37.6248327216
108900271,1,552,127.0311295427,37.6239152351
108900272,1,2234,127.0318418008,37.6231428162
108900273,1,8869,127.0247048513,37.6305370136
108900274,1,740,127.0150415696,37.6615467325
109000001,7,7456,127.0454312498,37.6891946492
109000002,7,7437,127.045813,37.688568
109000003,9,1035,127.0459462612,37.6840520197
109000004,9,2275,127.046067,37.682672
109000005,9,915,127.0449209186,37.6777746252
109000006,9,1989,127.045103,37.677262
109000007,9,686,127.0441473394,37.6732893619
109000008,9,1468,127.044333,37.67275
109000009,9,1454,127.0429813465,37.6663334805
109000010,9,1424,127.0430512462,37.6656765697
109000011,11,1520,127.0407623758,37.6589364195
109000012,11,2559,127.040517,37.658205
109000013,12,3936,127.0381736668,37.6545598452
109000014,11,2137,127.037977,37.653968
109000015,13,2304,127.0347686574,37.6488174173
109000016,12,2692,127.0344600639,37.6480714136
109000017,12,852,127.0326524367,37.6452929962
109000018,11,1741,127.03242,37.644652
109000019,10,3169,127.0435774615,37.6699988428
109000020,10,1475,127.043757,37.669197
109000023,2,306,127.0456109086,37.6826140348
109000024,2,132,127.0459586654,37.6821047926
109000025,2,2301,127.0451325639,37.6771834389
109000026,2,3365,127.0446529158,37.6770277354
109000027,2,745,127.0446001847,37.6741632354
109000028,2,537,127.0441500898,37.6741048347
109000029,1,2237,127.0438717524,37.6692472357
109000030,1,2023,127.043188402,37.6656756185
109000031,1,2419,127.0425798048,37.6651007798
109000032,2,467,127.042425,37.661533
109000033,2,594,127.0421039333,37.6622176747
109000034,1,693,127.0401324698,37.6573444298
109000035,1,400,127.0399173815,37.6578247776
109000036,2,935,127.0373872846,37.6526308865
109000037,3,4646,127.0365880712,37.6521851028
109000038,2,1613,127.0382221679,37.6541047846
109000039,3,2895,127.0381420661,37.6548202673
109000040,5,395,127.0340974005,37.6480246628
109000041,3,3526,127.0342217518,37.6473560254
109000042,5,1790,127.0321793259,37.643993768
109000044,2,326,127.048374262,37.676134203
109000045,2,587,127.0479104838,37.6759758029
109000046,2,240,127.0468555403,37.6731864956
109000047,2,409,127.046582,37.673315
109000048,2,1207,127.0463337031,37.6689552465
109000049,2,1358,127.0461540675,37.6699284798
109000050,2,766,127.0464529545,37.6656806856
109000051,2,836,127.0460316281,37.6662386176
109000052,4,1621,127.0495326124,37.6603720849
109000053,1,4123,127.048700747,37.6604976811
109000054,4,809,127.0500065597,37.658932863
109000055,4,1350,127.0496686321,37.6586807038
109000056,4,1076,127.0498677517,37.656445044
109000057,4,2572,127.0495822895,37.656671335
109000058,2,2543,127.0503054543,37.6550860313
109000059,5,3332,127.0512466785,37.6542124806
109000060,3,1172,127.0508882517,37.6537900297
109000061,2,7947,127.0507133553,37.6532584683
109000062,3,1341,127.051465,37.651933
109000063,3,777,127.0513898656,37.6514821482
109000064,3,2000,127.0523899949,37.6490406835
109000065,3,828,127.0520286111,37.6492264659
109000066,3,2094,127.0530436187,37.6470625209
109000067,3,831,127.0527729177,37.6472653853
109000068,4,714,127.040487449,37.6869698964
109000069,4,387,127.0440331542,37.6872443546
109000070,4,563,127.043808,37.687443
109000071,2,253,127.0465266987,37.6803096286
109000072,2,209,127.0470845566,37.6803959104
109000073,2,49,127.0490169573,37.6794237641
109000074,2,195,127.0491191453,37.6796543968
109000075,2,338,127.04939,37.67907
109000076,2,1493,127.0428106953,37.6711723253
109000077,3,706,127.0428107756,37.6713119921
109000078,2,701,127.0391794072,37.6705203068
109000079,3,378,127.0395581981,37.6708391615
109000080,2,1186,127.0364774606,37.6693290489
109000081,3,648,127.0367133828,37.6696083095
109000082,2,2942,127.0347266454,37.6681095192
109000083,3,1279,127.0346224327,37.6682708426
109000088,2,840,127.03514,37.664078
109000089,1,2176,127.0348959433,37.6641158948
109000090,2,663,127.03493,37.661672
109000091,1,2911,127.0346738125,37.6617551365
109000092,2,1398,127.0351171033,37.6595743964
109000093,1,2391,127.0348777558,37.6591608724
109000094,1,4685,127.0318158985,37.6686672058
109000095,2,1502,127.034428,37.666488
109000096,2,4311,127.0342826264,37.6663777789
109000097,1,1155,127.0374390076,37.6630996005
109000098,1,1098,127.037197641,37.6632312342
109000099,5,766,127.0229753659,37.6618859481
109000100,5,505,127.0231445962,37.6620015247
109000101,6,3937,127.028111025,37.6616802914
109000102,4,2668,127.028692,37.662028
109000103,3,1374,127.0274841055,37.6613704683
109000104,6,3526,127.0313834612,37.6619831294
109000105,6,2173,127.03202,37.662362
109000106,6,3895,127.0343340389,37.6623319258
109000107,6,3018,127.034113,37.662595
109000108,5,3812,127.037002395,37.6626546059
109000109,5,2462,127.036807,37.662933
109000110,5,2832,127.0404969177,37.6626723806
109000111,5,3508,127.0405809384,37.6629354664
109000112,2,693,127.046309519,37.6628720833
109000113,3,1385,127.047821244,37.6623434486
109000114,3,1103,127.0481931566,37.662549644
109000115,3,2246,127.0150062055,37.6574593323
109000116,2,883,127.014762,37.657732
109000117,3,631,127.0189435714,37.6572118702
109000118,3,495,127.018937,37.657448
109000119,3,4692,127.0231371776,37.6573507894
109000120,3,1564,127.022295,37.657531
109000121,2,2430,127.0242705926,37.6574046264
109000122,3,1713,127.0251,37.657656
109000123,1,516,127.0277400677,37.6608342669
109000124,3,900,127.0276286112,37.6598133715
109000125,3,2392,127.0289334878,37.6576477672
109000126,3,4079,127.0285379978,37.6578235739
109000127,3,1420,127.0317568572,37.6578002243
109000128,5,4134,127.0313205806,37.6580003804
109000129,4,6089,127.0349134832,37.6580029761
109000130,3,5271,127.0346143499,37.6581886864
109000131,3,955,127.0376717716,37.6571614212
109000132,4,3700,127.0375891737,37.6574389797
109000133,8,754,127.0136533178,37.6572562221
109000134,8,1401,127.013223,37.655025
109000135,8,2108,127.013138,37.65106
109000136,2,1907,127.0256814814,37.6469743334
109000137,2,2028,127.02539,37.647095
109000138,3,1156,127.027789,37.649556
109000139,3,1106,127.0279502557,37.6500735328
109000140,2,1555,127.02842575,37.6517710532
109000141,3,2221,127.0283111223,37.6513412658
109000142,3,653,127.0410046287,37.6542705499
109000143,2,531,127.0409927567,37.653291081
109000145,4,1296,127.0446158067,37.6510217496
109000146,4,595,127.0445412495,37.6514245604
109000148,3,24811,127.0461227769,37.652335845
109000149,1,516,127.0526463227,37.65254667
109000150,2,1005,127.0519925342,37.6527469996
109000155,2,5850,127.0486148196,37.6451811712
109000156,2,6053,127.0480754907,37.6453057413
109000158,2,645,127.044235404,37.6440304124
109000159,3,1341,127.0440281367,37.6442125083
109000160,3,4932,127.0410384214,37.6415355739
109000161,3,3674,127.0407268539,37.6416284932
109000162,6,4994,127.0394443113,37.6398501948
109000163,4,3045,127.0394808042,37.6402899102
109000164,6,5181,127.0376881468,37.6380500035
109000165,5,2181,127.036931039,37.6375883927
109000166,4,1473,127.0336397512,37.6408990489
109000167,4,713,127.033467,37.640778
109000170,1,625,127.0372571163,37.6461539659
109000171,1,879,127.0377286454,37.6463646689
109000172,1,677,127.0348523274,37.6459816934
109000173,1,903,127.0348557999,37.6461375793
109000174,1,1500,127.0399097927,37.6457638317
109000175,1,1633,127.0395258217,37.6461243931
109000176,3,1689,127.040517,37.643092
109000177,1,643,127.0403424387,37.6432163298
109000178,2,4161,127.0367159557,37.6426101856
109000179,4,8693,127.0499897686,37.6539743778
109000180,8,10101,127.0504014877,37.6536558456
109000181,1,206,127.0442008606,37.6469310032
109000182,1,396,127.0430117184,37.6487636037
109000183,1,510,127.04267376,37.6487763458
109000184,1,293,127.0417158572,37.6513228702
109000185,1,461,127.0414767297,37.6513229545
109000188,3,4903,127.0279900823,37.6565423713
109000189,4,7315,127.0278333324,37.6556242091
109000190,3,1334,127.0537656741,37.6457412104
109000191,3,3340,127.0539256842,37.6460538123
109000192,2,2638,127.0423552214,37.6344394033
109000193,2,1642,127.042773629,37.6342298893
109000194,2,1553,127.0434224643,37.6335421266
109000195,2,1236,127.0433169999,37.6333835749
109000196,2,1546,127.041158882,37.6339466227
109000197,2,1679,127.0412154818,37.6338519893
109000198,2,1451,127.040262,37.63362
109000199,2,1987,127.0400822024,37.6334072452
109000206,1,1401,127.0366488472,37.6651579099
109000207,1,1208,127.0381716917,37.6661972701
109000208,1,1054,127.04062859,37.6671777225
109000209,2,910,127.0402847603,37.6560152868
109000210,3,2584,127.0405307222,37.6560503446
109000211,3,4395,127.0468345908,37.6614977323
109000214,2,2274,127.0279037943,37.6591681347
109000215,2,147,127.0494617013,37.6781990171
109000216,3,735,127.04192,37.661947
109000217,2,1496,127.0385652526,37.6512951076
109000218,3,696,127.0332340435,37.650980451
109000221,2,3925,127.0356911077,37.6653285072
109000222,2,3640,127.0355369032,37.6652321384
109000223,5,604,127.0324449266,37.642384365
109000224,1,1200,127.03822395,37.6354686365
109000225,2,756,127.0351770744,37.637736706
109000226,4,460,127.034453,37.63859
109000227,3,4103,127.038349191,37.6432566421
109000228,4,350,127.0410409003,37.6872120941
109000231,1,1023,127.031945,37.668748
109000232,1,4833,127.0299513375,37.6690677721
109000236,8,549,127.013997,37.658907
109000241,6,6039,127.0384760994,37.6388467098
109000242,4,2418,127.0383504426,37.6390783287
109000293,1,855,127.0381460822,37.6515935012
109000361,2,253,127.0466777586,37.6716952848
109000364,3,920,127.0467520626,37.6636468356
109000396,1,2315,127.03311,37.667697
109000397,1,4059,127.0329138828,37.6676604016
109000399,4,439,127.031672,37.642758
109000400,2,883,127.0325077203,37.6668576545
109000403,2,2612,127.0500740655,37.6548140039
109000406,4,1341,127.0443522431,37.6899483575
109000407,1,2181,127.0523135976,37.6435261063
109000408,4,1192,127.044267,37.690177
109000410,1,6532,127.0419690825,37.6589907288
109000411,1,2389,127.0324982504,37.6666402545
109900001,1,817,127.025211064,37.6499633172
109900002,2,2874,127.0286428437,37.6445614593
109900003,1,2771,127.0233665374,37.6514369621
109900004,2,348,127.0504072869,37.6548345868
109900005,1,202,127.0180176318,37.6573958353
109900006,1,1227,127.0302537587,37.6628827003
109900007,1,1431,127.0252305774,37.6506949897
109900008,1,120,127.018487944,37.6572020306
109900009,3,1445,127.0232739332,37.6488535848
109900010,2,924,127.0159225084,37.6545703534
109900011,1,561,127.0485936182,37.6769856293
109900012,2,515,127.0463759229,37.6639362299
109900013,2,2647,127.0461208838,37.6657646161
109900014,1,2303,127.0475733049,37.6805570067
109900015,2,1921,127.045932583,37.6673839252
109900016,1,909,127.050685298,37.6820001335
109900017,2,1606,127.046214526,37.670538485
109900018,1,1234,127.0512457149,37.684132735
109900019,1,1176,127.0506753264,37.6856747197
109900020,1,543,127.0397113391,37.6710355447
109900021,1,302,127.0410739524,37.6731273774
109900022,2,882,127.0282160499,37.6636518246
109900023,1,172,127.0425258468,37.674596518
109900024,1,130,127.0434480274,37.6754801373
109900025,1,384,127.0491450189,37.6879397664
109900026,1,104,127.0277446887,37.6610685461
109900027,1,391,127.0436280078,37.6769488243
109900028,1,21861,127.0466117182,37.6893500743
109900029,1,1450,127.027803303,37.6601962887
109900030,1,308,127.0433971197,37.6795575228
109900031,1,1561,127.0493865639,37.6879883235
109900032,2,681,127.0152985919,37.6573106168
109900033,2,1256,127.0291719949,37.6444216622
109900034,1,212,127.0423843417,37.6789379513
109900035,1,637,127.0504502354,37.6864731679
109900036,1,715,127.0313539323,37.6510629639
109900037,2,1400,127.0157596144,37.6560328264
109900038,2,865,127.031648971,37.6439470553
109900039,1,49,127.0404396652,37.6783177932
109900040,2,1500,127.0160925096,37.6545604185
109900041,2,1209,127.0298771931,37.6509462068
109900042,2,2211,127.0172526514,37.6527716123
109900044,2,1408,127.0331242114,37.6512012464
109900045,1,1310,127.0361868209,37.6777532993
109900046,1,686,127.0264127549,37.6575159
109900047,2,1090,127.0351189022,37.6513619627
109900048,1,452,127.0509577365,37.6858016495
109900049,1,243,127.0515734531,37.6842317103
109900050,1,707,127.0234515159,37.6513747708
109900051,1,180,127.0423594433,37.6790145516
109900052,1,1734,127.0495039881,37.6838280147
109900053,1,1177,127.0227440715,37.6505188837
109900054,2,3209,127.0325684045,37.657868485
109900055,1,1409,127.0489114044,37.6827010175
109900056,1,1825,127.0516851003,37.6523110123
109900057,1,713,127.0232469679,37.6496014864
109900058,1,335,127.0251555744,37.6500858758
109900059,2,353,127.0315279122,37.6578065933
109900060,1,5322,127.0337768025,37.6407674519
109900061,1,1231,127.0465784214,37.6832489143
109900062,1,739,127.0259102437,37.6497982681
109900063,1,203,127.0150413805,37.657655763
109900064,3,1372,127.0355387087,37.642177155
109900065,1,1159,127.0457799763,37.6809875292
109900066,3,994,127.0249417458,37.6477818599
109900067,1,1052,127.0266535322,37.6493926166
109900068,1,376,127.0274591801,37.6583221264
109900069,1,180,127.0436465315,37.675670191
109900070,1,138,127.0471276197,37.6803652566
109900071,1,103,127.0425393678,37.6744514399
109900072,1,719,127.0492414111,37.677670178
109900073,1,4856,127.0251961284,37.6594246503
109900074,1,171,127.0409094029,37.6728138601
109900075,1,365,127.0313946417,37.6508502983
109900076,1,693,127.0265443002,37.6577150088
109900077,1,426,127.0398564343,37.6710237818
109900078,1,1396,127.0473813687,37.6746865772
109900080,2,1156,127.028285241,37.657803811
109900081,1,1009,127.0509355099,37.6532890093
109900082,2,658,127.0301168678,37.6579159925
109900083,1,367,127.0457717409,37.6712739361
109900084,2,564,127.0267063644,37.6481869597
109900085,2,2120,127.0323860104,37.6580622671
109900086,2,892,127.0349113945,37.651121436
109900087,2,615,127.0462737888,37.6673955059
109900089,3,878,127.0248567147,37.6476701439
109900090,2,400,127.0377806894,37.6573821506
109900091,1,363,127.0282806118,37.6515755538
109900092,2,2102,127.0171019004,37.6526914381
109900093,3,3378,127.0229271728,37.6489176294
109900094,2,509,127.0263788608,37.6482095603
109900095,2,660,127.0373657316,37.6525912459
109900096,1,837,127.0231778182,37.6495384245
109900097,1,806,127.0265163993,37.6493746259
109900098,1,3540,127.0276882672,37.6586933171
109900099,1,2154,127.0226715612,37.6505864786
109900100,1,388,127.0258093606,37.6497379178
109900101,1,4022,127.0276173556,37.6600260286
109900102,2,2475,127.0151682419,37.6572646786
109900103,1,423,127.0495741502,37.6802200817
109900104,1,7088,127.022498822,37.6527572122
109900105,2,688,127.0156518671,37.6556688049
109900106,2,527,127.0202835758,37.6500958249
109900107,2,762,127.0216739733,37.6495936762
109900108,2,1421,127.0215380357,37.6497874333
109900109,2,658,127.0204615261,37.6501841
109900110,1,187,127.0284042411,37.6518341339
109900111,2,2125,127.0355267033,37.6581010105
109900112,2,287,127.0346494856,37.6581886761
109900113,2,346,127.0376989713,37.6571578082
109900114,2,2277,127.0284574972,37.645868972
109900115,2,1225,127.0294951701,37.6506912973
109900117,2,3600,127.0293879937,37.6576773905
109900118,2,45,127.0464439042,37.6657095236
109900119,2,449,127.0463382564,37.6689858813
109900120,1,77,127.0427211398,37.6711714567
109900121,2,596,127.0460150954,37.6688364291
109900122,1,446,127.0275248668,37.6612533186
109900123,1,597,127.0274082286,37.6584636075
109900124,1,201,127.027893609,37.6592095867
109900125,1,733,127.0276624996,37.6625589484
109900126,1,2506,127.0249781408,37.6583226778
109900128,1,209,127.0241991891,37.6574064432
109900130,3,18519,127.0342478396,37.6474064783
109900131,1,998,127.0347140807,37.6459961514
109900132,1,864,127.0371449268,37.6461540013
109900133,1,221,127.0394918483,37.6461685574
109900134,1,952,127.0379917772,37.6512502397
109900135,1,2651,127.0461708888,37.6513329248
109900136,1,130,127.0380588132,37.6515854197
109900137,1,2529,127.040308972,37.6441949149
109900138,1,0,127.0367556283,37.6426336013
109900140,2,276,127.0478602057,37.6612378102
109900142,3,500,127.0486565532,37.6605139187
109900145,2,276,127.0497471062,37.6556854855
109900146,2,104,127.05106281,37.6538241953
109900148,1,77,127.0427155534,37.6713138288
109900149,1,464,127.0437721274,37.6771875559
109900150,1,262,127.0437151494,37.678620287
109900151,1,205,127.0433756365,37.6796566489
109900152,1,142,127.0405825778,37.678435785
109900153,1,370,127.0389713981,37.6781182487
109900154,1,251,127.0390076255,37.6780200195
109900155,1,457,127.0435711769,37.6786374607
109900157,1,1151,127.0468646417,37.6732378533
109900158,1,135,127.0483538423,37.6761134866
109900159,1,1169,127.0493545745,37.6790685997
109900160,1,143,127.0478287807,37.6758541909
109900161,1,1819,127.0470617037,37.6747299568
109900162,1,1771,127.046473053,37.6724630827
109900163,2,1809,127.0382788602,37.6541534245
109900164,2,553,127.027779564,37.6634077361
109900165,1,1527,127.0527023636,37.6452469971
109900166,1,734,127.052529,37.645154
109900167,1,2669,127.0472313815,37.6610588993
109900168,1,3631,127.0421935404,37.6592047886
109900169,1,2047,127.0473835119,37.6608616798
109900170,1,8260,127.0505136573,37.6455815548
109900171,1,2062,127.0486325542,37.6469959833
109900172,1,3192,127.047867374,37.6486610411
109900173,1,29745,127.0463383955,37.6523291893
109900174,1,876,127.0429967888,37.6531644042
109900175,1,1086,127.0315854369,37.6508570874
109900176,1,1484,127.0474971727,37.6488028481
109900177,1,957,127.0483171871,37.646858824
109900178,2,578,127.0185023738,37.6516748247
109900179,2,192,127.0182797505,37.6515336045
109900180,1,102,127.0450448623,37.6711168303
110000001,5,3637,127.0741781792,37.6227408373
110000002,5,0,127.0736211764,37.6231160369
110000003,6,0,127.0752002532,37.6195890997
110000004,5,3475,127.0748409839,37.6194253308
110000005,8,1254,127.0745342644,37.6174314251
110000006,7,1087,127.0745338498,37.6170160254
110000007,4,545,127.0728139144,37.6178001416
110000008,1,1143,127.0735465403,37.6186521132
110000009,1,539,127.0719631752,37.6213166942
110000010,1,907,127.0723921996,37.6221490333
110000011,4,144,127.0713043223,37.6229904068
110000012,3,1314,127.0782519594,37.6194735789
110000013,4,920,127.0798059638,37.6192607834
110000014,5,937,127.0796605295,37.6188544927
110000015,3,2675,127.0782639548,37.6190293364
110000016,5,2615,127.0776573254,37.6184782736
110000017,5,6057,127.0764977723,37.6178032176
110000018,5,4845,127.0832854305,37.6197810079
110000019,1,593,127.0761376181,37.6267629268
110000020,1,6667,127.0742039968,37.6259198437
110000021,4,545,127.0760165656,37.6302682172
110000022,4,301,127.0777098924,37.6276242384
110000023,1,800,127.0777958084,37.6274439652
110000024,3,1026,127.0784144592,37.6275048293
110000025,1,5190,127.0804798611,37.6275466907
110000026,1,1821,127.0802315101,37.6273269956
110000027,2,4563,127.08218124,37.6282997244
110000028,4,2629,127.0791634717,37.6265654006
110000029,3,1628,127.0795886481,37.6236852522
110000030,3,2121,127.0788883617,37.6213870578
110000031,3,2125,127.079046912,37.6213409964
110000032,4,77,127.0794300566,37.6236970732
110000033,2,2318,127.0850407835,37.6282670614
110000034,3,977,127.0851237034,37.6274614335
110000035,3,292,127.086035,37.626095
110000036,3,779,127.08596737,37.6251675653
110000037,3,166,127.086747,37.623608
110000038,3,539,127.0864770901,37.6231352496
110000039,5,7968,127.083590654,37.6202214222
110000040,3,912,127.0883708703,37.6218480002
110000041,3,7230,127.0883648466,37.6221670667
110000042,3,1037,127.0913199521,37.6239065331
110000043,3,1177,127.0902613846,37.6235352001
110000044,3,710,127.0949727932,37.6260067781
110000045,3,1215,127.0945526831,37.6261675083
110000046,3,147,127.0962777688,37.6276474938
110000047,3,228,127.0961867051,37.6281945254
110000048,3,184,127.0985753415,37.6301893532
110000049,3,218,127.098258,37.63046
110000050,3,243,127.1032736039,37.633302178
110000051,3,205,127.1035996118,37.6338984084
110000052,1,555,127.0556485232,37.6890118581
110000053,3,184,127.1054756331,37.6352934231
110000054,3,1311,127.1084328965,37.6384153875
110000055,3,814,127.1082986159,37.6387780506
110000056,3,616,127.1112874447,37.6408369424
110000057,3,2843,127.0797928224,37.6260432496
110000058,3,1609,127.0871773715,37.6223048363
110000059,5,3589,127.071801265,37.6284740985
110000060,5,5085,127.0714657343,37.6282913824
110000061,6,0,127.0727862243,37.6265794185
110000062,6,3787,127.0724178064,37.6263570777
110000063,1,1509,127.0713664735,37.6251962218
110000064,1,915,127.0710519858,37.6268706243
110000065,1,1418,127.0708401503,37.6268950809
110000066,1,609,127.0699476545,37.6283778949
